label,img-1,img-2,img_1_path,img_2_path,actual_result,result
Hugh Jackman,Hugh Jackman_94.jpg,Andy Samberg_57.jpg,./Images/Hugh Jackman/Hugh Jackman_94.jpg,./Images/Andy Samberg/Andy Samberg_57.jpg,False,False
Priyanka Chopra,Priyanka Chopra_11.jpg,Jessica Alba_103.jpg,./Images/Priyanka Chopra/Priyanka Chopra_11.jpg,./Images/Jessica Alba/Jessica Alba_103.jpg,False,False
Amitabh Bachchan,Amitabh Bachchan_16.jpg,Brad Pitt_9.jpg,./Images/Amitabh Bachchan/Amitabh Bachchan_16.jpg,./Images/Brad Pitt/Brad Pitt_9.jpg,False,False
Akshay Kumar,Akshay Kumar_25.jpg,Claire Holt_58.jpg,./Images/Akshay Kumar/Akshay Kumar_25.jpg,./Images/Claire Holt/Claire Holt_58.jpg,False,False
Hrithik Roshan,Hrithik Roshan_20.jpg,Ellen Degeneres_54.jpg,./Images/Hrithik Roshan/Hrithik Roshan_20.jpg,./Images/Ellen Degeneres/Ellen Degeneres_54.jpg,False,False
Billie Eilish,Billie Eilish_56.jpg,Priyanka Chopra_16.jpg,./Images/Billie Eilish/Billie Eilish_56.jpg,./Images/Priyanka Chopra/Priyanka Chopra_16.jpg,False,False
Andy Samberg,Andy Samberg_25.jpg,Claire Holt_81.jpg,./Images/Andy Samberg/Andy Samberg_25.jpg,./Images/Claire Holt/Claire Holt_81.jpg,False,False
Anushka Sharma,Anushka Sharma_62.jpg,Kashyap_6.jpg,./Images/Anushka Sharma/Anushka Sharma_62.jpg,./Images/Kashyap/Kashyap_6.jpg,False,False
Charlize Theron,Charlize Theron_51.jpg,Elizabeth Olsen_4.jpg,./Images/Charlize Theron/Charlize Theron_51.jpg,./Images/Elizabeth Olsen/Elizabeth Olsen_4.jpg,False,False
Priyanka Chopra,Priyanka Chopra_42.jpg,Kashyap_10.jpg,./Images/Priyanka Chopra/Priyanka Chopra_42.jpg,./Images/Kashyap/Kashyap_10.jpg,False,False
Billie Eilish,Billie Eilish_69.jpg,Jessica Alba_48.jpg,./Images/Billie Eilish/Billie Eilish_69.jpg,./Images/Jessica Alba/Jessica Alba_48.jpg,False,True
Hugh Jackman,Hugh Jackman_87.jpg,Robert Downey Jr_60.jpg,./Images/Hugh Jackman/Hugh Jackman_87.jpg,./Images/Robert Downey Jr/Robert Downey Jr_60.jpg,False,False
Hugh Jackman,Hugh Jackman_109.jpg,Brad Pitt_26.jpg,./Images/Hugh Jackman/Hugh Jackman_109.jpg,./Images/Brad Pitt/Brad Pitt_26.jpg,False,False
Natalie Portman,Natalie Portman_84.jpg,Andy Samberg_30.jpg,./Images/Natalie Portman/Natalie Portman_84.jpg,./Images/Andy Samberg/Andy Samberg_30.jpg,False,False
Brad Pitt,Brad Pitt_74.jpg,Alexandra Daddario_41.jpg,./Images/Brad Pitt/Brad Pitt_74.jpg,./Images/Alexandra Daddario/Alexandra Daddario_41.jpg,False,False
Tom Cruise,Tom Cruise_41.jpg,Alia Bhatt_25.jpg,./Images/Tom Cruise/Tom Cruise_41.jpg,./Images/Alia Bhatt/Alia Bhatt_25.jpg,False,False
Jessica Alba,Jessica Alba_53.jpg,Billie Eilish_34.jpg,./Images/Jessica Alba/Jessica Alba_53.jpg,./Images/Billie Eilish/Billie Eilish_34.jpg,False,False
Virat Kohli,Virat Kohli_5.jpg,Alia Bhatt_74.jpg,./Images/Virat Kohli/Virat Kohli_5.jpg,./Images/Alia Bhatt/Alia Bhatt_74.jpg,False,False
Alia Bhatt,Alia Bhatt_56.jpg,Kashyap_7.jpg,./Images/Alia Bhatt/Alia Bhatt_56.jpg,./Images/Kashyap/Kashyap_7.jpg,False,False
Roger Federer,Roger Federer_37.jpg,Charlize Theron_61.jpg,./Images/Roger Federer/Roger Federer_37.jpg,./Images/Charlize Theron/Charlize Theron_61.jpg,False,False
Billie Eilish,Billie Eilish_74.jpg,Dwayne Johnson_21.jpg,./Images/Billie Eilish/Billie Eilish_74.jpg,./Images/Dwayne Johnson/Dwayne Johnson_21.jpg,False,False
Tom Cruise,Tom Cruise_49.jpg,Andy Samberg_6.jpg,./Images/Tom Cruise/Tom Cruise_49.jpg,./Images/Andy Samberg/Andy Samberg_6.jpg,False,False
Roger Federer,Roger Federer_20.jpg,Camila Cabello_38.jpg,./Images/Roger Federer/Roger Federer_20.jpg,./Images/Camila Cabello/Camila Cabello_38.jpg,False,False
Virat Kohli,Virat Kohli_36.jpg,Priyanka Chopra_41.jpg,./Images/Virat Kohli/Virat Kohli_36.jpg,./Images/Priyanka Chopra/Priyanka Chopra_41.jpg,False,False
Akshay Kumar,Akshay Kumar_40.jpg,Elizabeth Olsen_1.jpg,./Images/Akshay Kumar/Akshay Kumar_40.jpg,./Images/Elizabeth Olsen/Elizabeth Olsen_1.jpg,False,False
Lisa Kudrow,Lisa Kudrow_12.jpg,Natalie Portman_97.jpg,./Images/Lisa Kudrow/Lisa Kudrow_12.jpg,./Images/Natalie Portman/Natalie Portman_97.jpg,False,False
Marmik,Marmik_25.jpg,Courtney Cox_57.jpg,./Images/Marmik/Marmik_25.jpg,./Images/Courtney Cox/Courtney Cox_57.jpg,False,False
Virat Kohli,Virat Kohli_19.jpg,Tom Cruise_29.jpg,./Images/Virat Kohli/Virat Kohli_19.jpg,./Images/Tom Cruise/Tom Cruise_29.jpg,False,False
Henry Cavill,Henry Cavill_93.jpg,Billie Eilish_16.jpg,./Images/Henry Cavill/Henry Cavill_93.jpg,./Images/Billie Eilish/Billie Eilish_16.jpg,False,False
Alia Bhatt,Alia Bhatt_14.jpg,Anushka Sharma_51.jpg,./Images/Alia Bhatt/Alia Bhatt_14.jpg,./Images/Anushka Sharma/Anushka Sharma_51.jpg,False,False
Roger Federer,Roger Federer_57.jpg,Charlize Theron_15.jpg,./Images/Roger Federer/Roger Federer_57.jpg,./Images/Charlize Theron/Charlize Theron_15.jpg,False,False
Margot Robbie,Margot Robbie_1.jpg,Charlize Theron_52.jpg,./Images/Margot Robbie/Margot Robbie_1.jpg,./Images/Charlize Theron/Charlize Theron_52.jpg,False,True
Kashyap,Kashyap_27.jpg,Marmik_28.jpg,./Images/Kashyap/Kashyap_27.jpg,./Images/Marmik/Marmik_28.jpg,False,False
Robert Downey Jr,Robert Downey Jr_49.jpg,Amitabh Bachchan_28.jpg,./Images/Robert Downey Jr/Robert Downey Jr_49.jpg,./Images/Amitabh Bachchan/Amitabh Bachchan_28.jpg,False,False
Amitabh Bachchan,Amitabh Bachchan_67.jpg,Jessica Alba_31.jpg,./Images/Amitabh Bachchan/Amitabh Bachchan_67.jpg,./Images/Jessica Alba/Jessica Alba_31.jpg,False,False
Dwayne Johnson,Dwayne Johnson_49.jpg,Courtney Cox_61.jpg,./Images/Dwayne Johnson/Dwayne Johnson_49.jpg,./Images/Courtney Cox/Courtney Cox_61.jpg,False,True
Billie Eilish,Billie Eilish_66.jpg,Hugh Jackman_71.jpg,./Images/Billie Eilish/Billie Eilish_66.jpg,./Images/Hugh Jackman/Hugh Jackman_71.jpg,False,False
Akshay Kumar,Akshay Kumar_6.jpg,Courtney Cox_55.jpg,./Images/Akshay Kumar/Akshay Kumar_6.jpg,./Images/Courtney Cox/Courtney Cox_55.jpg,False,False
Robert Downey Jr,Robert Downey Jr_66.jpg,Jessica Alba_89.jpg,./Images/Robert Downey Jr/Robert Downey Jr_66.jpg,./Images/Jessica Alba/Jessica Alba_89.jpg,False,False
Billie Eilish,Billie Eilish_14.jpg,Charlize Theron_14.jpg,./Images/Billie Eilish/Billie Eilish_14.jpg,./Images/Charlize Theron/Charlize Theron_14.jpg,False,False
Anushka Sharma,Anushka Sharma_51.jpg,Claire Holt_41.jpg,./Images/Anushka Sharma/Anushka Sharma_51.jpg,./Images/Claire Holt/Claire Holt_41.jpg,False,False
Dwayne Johnson,Dwayne Johnson_11.jpg,Tom Cruise_15.jpg,./Images/Dwayne Johnson/Dwayne Johnson_11.jpg,./Images/Tom Cruise/Tom Cruise_15.jpg,False,False
Ellen Degeneres,Ellen Degeneres_48.jpg,Henry Cavill_19.jpg,./Images/Ellen Degeneres/Ellen Degeneres_48.jpg,./Images/Henry Cavill/Henry Cavill_19.jpg,False,False
Charlize Theron,Charlize Theron_22.jpg,Tom Cruise_25.jpg,./Images/Charlize Theron/Charlize Theron_22.jpg,./Images/Tom Cruise/Tom Cruise_25.jpg,False,False
Hugh Jackman,Hugh Jackman_11.jpg,Hrithik Roshan_71.jpg,./Images/Hugh Jackman/Hugh Jackman_11.jpg,./Images/Hrithik Roshan/Hrithik Roshan_71.jpg,False,False
Robert Downey Jr,Robert Downey Jr_37.jpg,Alia Bhatt_25.jpg,./Images/Robert Downey Jr/Robert Downey Jr_37.jpg,./Images/Alia Bhatt/Alia Bhatt_25.jpg,False,False
Virat Kohli,Virat Kohli_8.jpg,Ellen Degeneres_41.jpg,./Images/Virat Kohli/Virat Kohli_8.jpg,./Images/Ellen Degeneres/Ellen Degeneres_41.jpg,False,False
Hugh Jackman,Hugh Jackman_62.jpg,Natalie Portman_90.jpg,./Images/Hugh Jackman/Hugh Jackman_62.jpg,./Images/Natalie Portman/Natalie Portman_90.jpg,False,False
Virat Kohli,Virat Kohli_43.jpg,Tom Cruise_47.jpg,./Images/Virat Kohli/Virat Kohli_43.jpg,./Images/Tom Cruise/Tom Cruise_47.jpg,False,False
Roger Federer,Roger Federer_11.jpg,Vijay Deverakonda_90.jpg,./Images/Roger Federer/Roger Federer_11.jpg,./Images/Vijay Deverakonda/Vijay Deverakonda_90.jpg,False,False
Jessica Alba,Jessica Alba_62.jpg,Kashyap_6.jpg,./Images/Jessica Alba/Jessica Alba_62.jpg,./Images/Kashyap/Kashyap_6.jpg,False,False
Courtney Cox,Courtney Cox_6.jpg,Andy Samberg_26.jpg,./Images/Courtney Cox/Courtney Cox_6.jpg,./Images/Andy Samberg/Andy Samberg_26.jpg,False,False
Dwayne Johnson,Dwayne Johnson_27.jpg,Natalie Portman_60.jpg,./Images/Dwayne Johnson/Dwayne Johnson_27.jpg,./Images/Natalie Portman/Natalie Portman_60.jpg,False,False
Dwayne Johnson,Dwayne Johnson_19.jpg,Billie Eilish_91.jpg,./Images/Dwayne Johnson/Dwayne Johnson_19.jpg,./Images/Billie Eilish/Billie Eilish_91.jpg,False,False
Charlize Theron,Charlize Theron_20.jpg,Akshay Kumar_44.jpg,./Images/Charlize Theron/Charlize Theron_20.jpg,./Images/Akshay Kumar/Akshay Kumar_44.jpg,False,False
Robert Downey Jr,Robert Downey Jr_99.jpg,Jessica Alba_61.jpg,./Images/Robert Downey Jr/Robert Downey Jr_99.jpg,./Images/Jessica Alba/Jessica Alba_61.jpg,False,False
Vijay Deverakonda,Vijay Deverakonda_6.jpg,Camila Cabello_77.jpg,./Images/Vijay Deverakonda/Vijay Deverakonda_6.jpg,./Images/Camila Cabello/Camila Cabello_77.jpg,False,False
Charlize Theron,Charlize Theron_49.jpg,Alexandra Daddario_39.jpg,./Images/Charlize Theron/Charlize Theron_49.jpg,./Images/Alexandra Daddario/Alexandra Daddario_39.jpg,False,False
Brad Pitt,Brad Pitt_7.jpg,Amitabh Bachchan_45.jpg,./Images/Brad Pitt/Brad Pitt_7.jpg,./Images/Amitabh Bachchan/Amitabh Bachchan_45.jpg,False,False
Margot Robbie,Margot Robbie_45.jpg,Virat Kohli_40.jpg,./Images/Margot Robbie/Margot Robbie_45.jpg,./Images/Virat Kohli/Virat Kohli_40.jpg,False,False
Ellen Degeneres,Ellen Degeneres_53.jpg,Robert Downey Jr_61.jpg,./Images/Ellen Degeneres/Ellen Degeneres_53.jpg,./Images/Robert Downey Jr/Robert Downey Jr_61.jpg,False,False
Lisa Kudrow,Lisa Kudrow_16.jpg,Zac Efron_50.jpg,./Images/Lisa Kudrow/Lisa Kudrow_16.jpg,./Images/Zac Efron/Zac Efron_50.jpg,False,False
Akshay Kumar,Akshay Kumar_12.jpg,Amitabh Bachchan_42.jpg,./Images/Akshay Kumar/Akshay Kumar_12.jpg,./Images/Amitabh Bachchan/Amitabh Bachchan_42.jpg,False,False
Charlize Theron,Charlize Theron_32.jpg,Ellen Degeneres_3.jpg,./Images/Charlize Theron/Charlize Theron_32.jpg,./Images/Ellen Degeneres/Ellen Degeneres_3.jpg,False,False
Henry Cavill,Henry Cavill_61.jpg,Akshay Kumar_18.jpg,./Images/Henry Cavill/Henry Cavill_61.jpg,./Images/Akshay Kumar/Akshay Kumar_18.jpg,False,False
Zac Efron,Zac Efron_48.jpg,Vijay Deverakonda_83.jpg,./Images/Zac Efron/Zac Efron_48.jpg,./Images/Vijay Deverakonda/Vijay Deverakonda_83.jpg,False,False
Ellen Degeneres,Ellen Degeneres_6.jpg,Virat Kohli_0.jpg,./Images/Ellen Degeneres/Ellen Degeneres_6.jpg,./Images/Virat Kohli/Virat Kohli_0.jpg,False,False
Dwayne Johnson,Dwayne Johnson_18.jpg,Elizabeth Olsen_42.jpg,./Images/Dwayne Johnson/Dwayne Johnson_18.jpg,./Images/Elizabeth Olsen/Elizabeth Olsen_42.jpg,False,False
Billie Eilish,Billie Eilish_6.jpg,Claire Holt_80.jpg,./Images/Billie Eilish/Billie Eilish_6.jpg,./Images/Claire Holt/Claire Holt_80.jpg,False,True
Alexandra Daddario,Alexandra Daddario_30.jpg,Robert Downey Jr_8.jpg,./Images/Alexandra Daddario/Alexandra Daddario_30.jpg,./Images/Robert Downey Jr/Robert Downey Jr_8.jpg,False,False
Kashyap,Kashyap_17.jpg,Roger Federer_21.jpg,./Images/Kashyap/Kashyap_17.jpg,./Images/Roger Federer/Roger Federer_21.jpg,False,False
Lisa Kudrow,Lisa Kudrow_22.jpg,Andy Samberg_2.jpg,./Images/Lisa Kudrow/Lisa Kudrow_22.jpg,./Images/Andy Samberg/Andy Samberg_2.jpg,False,True
Alexandra Daddario,Alexandra Daddario_65.jpg,Kashyap_1.jpg,./Images/Alexandra Daddario/Alexandra Daddario_65.jpg,./Images/Kashyap/Kashyap_1.jpg,False,True
Charlize Theron,Charlize Theron_39.jpg,Roger Federer_48.jpg,./Images/Charlize Theron/Charlize Theron_39.jpg,./Images/Roger Federer/Roger Federer_48.jpg,False,False
Kashyap,Kashyap_0.jpg,Roger Federer_46.jpg,./Images/Kashyap/Kashyap_0.jpg,./Images/Roger Federer/Roger Federer_46.jpg,False,False
Virat Kohli,Virat Kohli_42.jpg,Tom Cruise_30.jpg,./Images/Virat Kohli/Virat Kohli_42.jpg,./Images/Tom Cruise/Tom Cruise_30.jpg,False,False
Priyanka Chopra,Priyanka Chopra_58.jpg,Claire Holt_77.jpg,./Images/Priyanka Chopra/Priyanka Chopra_58.jpg,./Images/Claire Holt/Claire Holt_77.jpg,False,False
Billie Eilish,Billie Eilish_77.jpg,Roger Federer_36.jpg,./Images/Billie Eilish/Billie Eilish_77.jpg,./Images/Roger Federer/Roger Federer_36.jpg,False,False
Elizabeth Olsen,Elizabeth Olsen_59.jpg,Anushka Sharma_46.jpg,./Images/Elizabeth Olsen/Elizabeth Olsen_59.jpg,./Images/Anushka Sharma/Anushka Sharma_46.jpg,False,True
Vijay Deverakonda,Vijay Deverakonda_100.jpg,Hugh Jackman_33.jpg,./Images/Vijay Deverakonda/Vijay Deverakonda_100.jpg,./Images/Hugh Jackman/Hugh Jackman_33.jpg,False,False
Ellen Degeneres,Ellen Degeneres_27.jpg,Brad Pitt_52.jpg,./Images/Ellen Degeneres/Ellen Degeneres_27.jpg,./Images/Brad Pitt/Brad Pitt_52.jpg,False,False
Virat Kohli,Virat Kohli_34.jpg,Andy Samberg_81.jpg,./Images/Virat Kohli/Virat Kohli_34.jpg,./Images/Andy Samberg/Andy Samberg_81.jpg,False,False
Lisa Kudrow,Lisa Kudrow_44.jpg,Hugh Jackman_98.jpg,./Images/Lisa Kudrow/Lisa Kudrow_44.jpg,./Images/Hugh Jackman/Hugh Jackman_98.jpg,False,False
Claire Holt,Claire Holt_84.jpg,Hrithik Roshan_49.jpg,./Images/Claire Holt/Claire Holt_84.jpg,./Images/Hrithik Roshan/Hrithik Roshan_49.jpg,False,False
Andy Samberg,Andy Samberg_65.jpg,Zac Efron_28.jpg,./Images/Andy Samberg/Andy Samberg_65.jpg,./Images/Zac Efron/Zac Efron_28.jpg,False,False
Hrithik Roshan,Hrithik Roshan_50.jpg,Roger Federer_54.jpg,./Images/Hrithik Roshan/Hrithik Roshan_50.jpg,./Images/Roger Federer/Roger Federer_54.jpg,False,False
Roger Federer,Roger Federer_4.jpg,Lisa Kudrow_4.jpg,./Images/Roger Federer/Roger Federer_4.jpg,./Images/Lisa Kudrow/Lisa Kudrow_4.jpg,False,False
Virat Kohli,Virat Kohli_44.jpg,Margot Robbie_45.jpg,./Images/Virat Kohli/Virat Kohli_44.jpg,./Images/Margot Robbie/Margot Robbie_45.jpg,False,False
Alia Bhatt,Alia Bhatt_27.jpg,Robert Downey Jr_111.jpg,./Images/Alia Bhatt/Alia Bhatt_27.jpg,./Images/Robert Downey Jr/Robert Downey Jr_111.jpg,False,False
Kashyap,Kashyap_6.jpg,Henry Cavill_105.jpg,./Images/Kashyap/Kashyap_6.jpg,./Images/Henry Cavill/Henry Cavill_105.jpg,False,False
Jessica Alba,Jessica Alba_60.jpg,Brad Pitt_4.jpg,./Images/Jessica Alba/Jessica Alba_60.jpg,./Images/Brad Pitt/Brad Pitt_4.jpg,False,False
Jessica Alba,Jessica Alba_5.jpg,Anushka Sharma_16.jpg,./Images/Jessica Alba/Jessica Alba_5.jpg,./Images/Anushka Sharma/Anushka Sharma_16.jpg,False,False
Roger Federer,Roger Federer_29.jpg,Charlize Theron_53.jpg,./Images/Roger Federer/Roger Federer_29.jpg,./Images/Charlize Theron/Charlize Theron_53.jpg,False,False
Priyanka Chopra,Priyanka Chopra_49.jpg,Camila Cabello_3.jpg,./Images/Priyanka Chopra/Priyanka Chopra_49.jpg,./Images/Camila Cabello/Camila Cabello_3.jpg,False,False
Vijay Deverakonda,Vijay Deverakonda_23.jpg,Marmik_15.jpg,./Images/Vijay Deverakonda/Vijay Deverakonda_23.jpg,./Images/Marmik/Marmik_15.jpg,False,False
Robert Downey Jr,Robert Downey Jr_15.jpg,Hugh Jackman_65.jpg,./Images/Robert Downey Jr/Robert Downey Jr_15.jpg,./Images/Hugh Jackman/Hugh Jackman_65.jpg,False,False
Alia Bhatt,Alia Bhatt_44.jpg,Camila Cabello_76.jpg,./Images/Alia Bhatt/Alia Bhatt_44.jpg,./Images/Camila Cabello/Camila Cabello_76.jpg,False,False
Robert Downey Jr,Robert Downey Jr_93.jpg,Alexandra Daddario_86.jpg,./Images/Robert Downey Jr/Robert Downey Jr_93.jpg,./Images/Alexandra Daddario/Alexandra Daddario_86.jpg,False,False
Henry Cavill,Henry Cavill_12.jpg,Jessica Alba_3.jpg,./Images/Henry Cavill/Henry Cavill_12.jpg,./Images/Jessica Alba/Jessica Alba_3.jpg,False,False
Virat Kohli,Virat Kohli_38.jpg,Hrithik Roshan_1.jpg,./Images/Virat Kohli/Virat Kohli_38.jpg,./Images/Hrithik Roshan/Hrithik Roshan_1.jpg,False,False
Tom Cruise,Tom Cruise_45.jpg,Akshay Kumar_13.jpg,./Images/Tom Cruise/Tom Cruise_45.jpg,./Images/Akshay Kumar/Akshay Kumar_13.jpg,False,False
Kashyap,Kashyap_19.jpg,Camila Cabello_74.jpg,./Images/Kashyap/Kashyap_19.jpg,./Images/Camila Cabello/Camila Cabello_74.jpg,False,False
Charlize Theron,Charlize Theron_30.jpg,Lisa Kudrow_5.jpg,./Images/Charlize Theron/Charlize Theron_30.jpg,./Images/Lisa Kudrow/Lisa Kudrow_5.jpg,False,False
Roger Federer,Roger Federer_68.jpg,Priyanka Chopra_3.jpg,./Images/Roger Federer/Roger Federer_68.jpg,./Images/Priyanka Chopra/Priyanka Chopra_3.jpg,False,False
Akshay Kumar,Akshay Kumar_26.jpg,Margot Robbie_64.jpg,./Images/Akshay Kumar/Akshay Kumar_26.jpg,./Images/Margot Robbie/Margot Robbie_64.jpg,False,False
Vijay Deverakonda,Vijay Deverakonda_102.jpg,Dwayne Johnson_39.jpg,./Images/Vijay Deverakonda/Vijay Deverakonda_102.jpg,./Images/Dwayne Johnson/Dwayne Johnson_39.jpg,False,False
Henry Cavill,Henry Cavill_11.jpg,Hrithik Roshan_4.jpg,./Images/Henry Cavill/Henry Cavill_11.jpg,./Images/Hrithik Roshan/Hrithik Roshan_4.jpg,False,False
Brad Pitt,Brad Pitt_10.jpg,Priyanka Chopra_18.jpg,./Images/Brad Pitt/Brad Pitt_10.jpg,./Images/Priyanka Chopra/Priyanka Chopra_18.jpg,False,False
Hrithik Roshan,Hrithik Roshan_90.jpg,Brad Pitt_83.jpg,./Images/Hrithik Roshan/Hrithik Roshan_90.jpg,./Images/Brad Pitt/Brad Pitt_83.jpg,False,False
Charlize Theron,Charlize Theron_69.jpg,Akshay Kumar_18.jpg,./Images/Charlize Theron/Charlize Theron_69.jpg,./Images/Akshay Kumar/Akshay Kumar_18.jpg,False,False
Claire Holt,Claire Holt_52.jpg,Marmik_7.jpg,./Images/Claire Holt/Claire Holt_52.jpg,./Images/Marmik/Marmik_7.jpg,False,False
Andy Samberg,Andy Samberg_3.jpg,Natalie Portman_64.jpg,./Images/Andy Samberg/Andy Samberg_3.jpg,./Images/Natalie Portman/Natalie Portman_64.jpg,False,False
Tom Cruise,Tom Cruise_35.jpg,Priyanka Chopra_21.jpg,./Images/Tom Cruise/Tom Cruise_35.jpg,./Images/Priyanka Chopra/Priyanka Chopra_21.jpg,False,False
Priyanka Chopra,Priyanka Chopra_53.jpg,Henry Cavill_38.jpg,./Images/Priyanka Chopra/Priyanka Chopra_53.jpg,./Images/Henry Cavill/Henry Cavill_38.jpg,False,False
Ellen Degeneres,Ellen Degeneres_17.jpg,Brad Pitt_48.jpg,./Images/Ellen Degeneres/Ellen Degeneres_17.jpg,./Images/Brad Pitt/Brad Pitt_48.jpg,False,False
Andy Samberg,Andy Samberg_69.jpg,Natalie Portman_94.jpg,./Images/Andy Samberg/Andy Samberg_69.jpg,./Images/Natalie Portman/Natalie Portman_94.jpg,False,False
Alexandra Daddario,Alexandra Daddario_38.jpg,Robert Downey Jr_65.jpg,./Images/Alexandra Daddario/Alexandra Daddario_38.jpg,./Images/Robert Downey Jr/Robert Downey Jr_65.jpg,False,False
Claire Holt,Claire Holt_60.jpg,Andy Samberg_46.jpg,./Images/Claire Holt/Claire Holt_60.jpg,./Images/Andy Samberg/Andy Samberg_46.jpg,False,False
Charlize Theron,Charlize Theron_11.jpg,Brad Pitt_2.jpg,./Images/Charlize Theron/Charlize Theron_11.jpg,./Images/Brad Pitt/Brad Pitt_2.jpg,False,False
Alia Bhatt,Alia Bhatt_24.jpg,Kashyap_8.jpg,./Images/Alia Bhatt/Alia Bhatt_24.jpg,./Images/Kashyap/Kashyap_8.jpg,False,False
Henry Cavill,Henry Cavill_16.jpg,Alexandra Daddario_53.jpg,./Images/Henry Cavill/Henry Cavill_16.jpg,./Images/Alexandra Daddario/Alexandra Daddario_53.jpg,False,False
Margot Robbie,Margot Robbie_11.jpg,Kashyap_18.jpg,./Images/Margot Robbie/Margot Robbie_11.jpg,./Images/Kashyap/Kashyap_18.jpg,False,False
Amitabh Bachchan,Amitabh Bachchan_37.jpg,Tom Cruise_25.jpg,./Images/Amitabh Bachchan/Amitabh Bachchan_37.jpg,./Images/Tom Cruise/Tom Cruise_25.jpg,False,False
Margot Robbie,Margot Robbie_62.jpg,Alexandra Daddario_5.jpg,./Images/Margot Robbie/Margot Robbie_62.jpg,./Images/Alexandra Daddario/Alexandra Daddario_5.jpg,False,False
Charlize Theron,Charlize Theron_21.jpg,Brad Pitt_9.jpg,./Images/Charlize Theron/Charlize Theron_21.jpg,./Images/Brad Pitt/Brad Pitt_9.jpg,False,False
Claire Holt,Claire Holt_57.jpg,Lisa Kudrow_22.jpg,./Images/Claire Holt/Claire Holt_57.jpg,./Images/Lisa Kudrow/Lisa Kudrow_22.jpg,False,False
Alia Bhatt,Alia Bhatt_32.jpg,Kashyap_20.jpg,./Images/Alia Bhatt/Alia Bhatt_32.jpg,./Images/Kashyap/Kashyap_20.jpg,False,False
Virat Kohli,Virat Kohli_15.jpg,Priyanka Chopra_49.jpg,./Images/Virat Kohli/Virat Kohli_15.jpg,./Images/Priyanka Chopra/Priyanka Chopra_49.jpg,False,False
Natalie Portman,Natalie Portman_3.jpg,Anushka Sharma_49.jpg,./Images/Natalie Portman/Natalie Portman_3.jpg,./Images/Anushka Sharma/Anushka Sharma_49.jpg,False,False
Alia Bhatt,Alia Bhatt_32.jpg,Hrithik Roshan_10.jpg,./Images/Alia Bhatt/Alia Bhatt_32.jpg,./Images/Hrithik Roshan/Hrithik Roshan_10.jpg,False,False
Virat Kohli,Virat Kohli_14.jpg,Alia Bhatt_72.jpg,./Images/Virat Kohli/Virat Kohli_14.jpg,./Images/Alia Bhatt/Alia Bhatt_72.jpg,False,False
Tom Cruise,Tom Cruise_38.jpg,Priyanka Chopra_40.jpg,./Images/Tom Cruise/Tom Cruise_38.jpg,./Images/Priyanka Chopra/Priyanka Chopra_40.jpg,False,False
Hrithik Roshan,Hrithik Roshan_37.jpg,Hugh Jackman_56.jpg,./Images/Hrithik Roshan/Hrithik Roshan_37.jpg,./Images/Hugh Jackman/Hugh Jackman_56.jpg,False,False
Alexandra Daddario,Alexandra Daddario_0.jpg,Andy Samberg_4.jpg,./Images/Alexandra Daddario/Alexandra Daddario_0.jpg,./Images/Andy Samberg/Andy Samberg_4.jpg,False,False
Natalie Portman,Natalie Portman_91.jpg,Hrithik Roshan_82.jpg,./Images/Natalie Portman/Natalie Portman_91.jpg,./Images/Hrithik Roshan/Hrithik Roshan_82.jpg,False,False
Billie Eilish,Billie Eilish_5.jpg,Amitabh Bachchan_45.jpg,./Images/Billie Eilish/Billie Eilish_5.jpg,./Images/Amitabh Bachchan/Amitabh Bachchan_45.jpg,False,False
Amitabh Bachchan,Amitabh Bachchan_29.jpg,Natalie Portman_93.jpg,./Images/Amitabh Bachchan/Amitabh Bachchan_29.jpg,./Images/Natalie Portman/Natalie Portman_93.jpg,False,False
Elizabeth Olsen,Elizabeth Olsen_16.jpg,Marmik_8.jpg,./Images/Elizabeth Olsen/Elizabeth Olsen_16.jpg,./Images/Marmik/Marmik_8.jpg,False,False
Anushka Sharma,Anushka Sharma_25.jpg,Jessica Alba_98.jpg,./Images/Anushka Sharma/Anushka Sharma_25.jpg,./Images/Jessica Alba/Jessica Alba_98.jpg,False,False
Hrithik Roshan,Hrithik Roshan_20.jpg,Vijay Deverakonda_92.jpg,./Images/Hrithik Roshan/Hrithik Roshan_20.jpg,./Images/Vijay Deverakonda/Vijay Deverakonda_92.jpg,False,False
Henry Cavill,Henry Cavill_52.jpg,Priyanka Chopra_72.jpg,./Images/Henry Cavill/Henry Cavill_52.jpg,./Images/Priyanka Chopra/Priyanka Chopra_72.jpg,False,False
Claire Holt,Claire Holt_91.jpg,Camila Cabello_62.jpg,./Images/Claire Holt/Claire Holt_91.jpg,./Images/Camila Cabello/Camila Cabello_62.jpg,False,False
Vijay Deverakonda,Vijay Deverakonda_63.jpg,Charlize Theron_63.jpg,./Images/Vijay Deverakonda/Vijay Deverakonda_63.jpg,./Images/Charlize Theron/Charlize Theron_63.jpg,False,False
Billie Eilish,Billie Eilish_13.jpg,Natalie Portman_21.jpg,./Images/Billie Eilish/Billie Eilish_13.jpg,./Images/Natalie Portman/Natalie Portman_21.jpg,False,False
Akshay Kumar,Akshay Kumar_26.jpg,Robert Downey Jr_87.jpg,./Images/Akshay Kumar/Akshay Kumar_26.jpg,./Images/Robert Downey Jr/Robert Downey Jr_87.jpg,False,False
